"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"Adult16wk"	"Adult6wk"	"E13.5"	"Sham12wk"	"TAC4wk12wk"	"log2fold_Adult16wk_E13.5"	"log2fold_Adult6wk_E13.5"	"log2fold_Sham12wk_E13.5"	"log2fold_TAC4wk12wk_E13.5"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR33"	"countData.SRR34"	"countData.SRR35"	"countData.SRR36"	"countData.SRR37"	"countData.SRR38"	"countData.SRR39"	"countData.SRR40"	"countData.SRR41"	"countData.SRR42"	"countData.SRR43"	"countData.SRR44"	"countData.SRR45"	"countData.SRR46"	"countData.SRR47"	"countData.SRR48"	"countData.SRR49"	"countData.SRR50"	"countData.SRR51"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"countData.SRR56"	"countData.SRR57"	"countData.SRR58"	"countData.SRR59"	"transcripts"
"ENSMUSG00000006498:E013"	"ENSMUSG00000006498"	"E013"	0.827238877469809	0.0165887724438999	3.85536952737277	0.4259331644181	0.506658651938737	0.00116025158239376	1.72996225377598	0.659377073282425	0.569897055066715	0.754507762830746	-9.15052224965185	1.39156492979446	-0.210402387390286	0.194432019157576	"chr10"	79857579	79857695	117	"+"	12	4	6	1	6	8	4	0	0	0	1	1	1	0	0	0	0	0	0	2	0	1	0	1	2	1	1	ENSMUST00000168216
"ENSMUSG00000006498:E014"	"ENSMUSG00000006498"	"E014"	3.78760078628734	0.0571046304744417	10.1714082213863	0.0376372255012251	0.0629928300494189	4.87112294342168	3.46196270782273	2.35169027796453	5.30281788661764	2.73055421615748	1.05055632912533	0.557892117079496	1.17306113617201	0.215495735303604	"chr10"	79858752	79858771	20	"+"	33	10	31	12	13	9	40	1	1	1	0	1	2	2	2	0	1	1	2	7	4	6	11	8	3	4	3	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E015"	"ENSMUSG00000006498"	"E015"	3.71942690123622	0.0487114711365923	11.7125384434853	0.0196219631120798	0.0355881232108823	5.478254444998	3.46145389421145	2.24775499082511	4.91684481127187	2.2686626997293	1.28523148765949	0.62289334403018	1.12924803269766	0.013357340038365	"chr10"	79858772	79858824	53	"+"	31	11	30	11	12	9	37	1	1	1	0	1	2	2	2	0	1	2	2	6	4	5	11	6	3	4	2	c("ENSMUST00000169091", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E016"	"ENSMUSG00000006498"	"E016"	0.9234281033174	0.0858092652568111	3.31146168895185	0.507118306390972	0.574573473036803	0.608738627358593	1.15558399175118	0.585223692225207	1.33758915137364	0.755620469125503	0.0568347377794636	0.981562041659909	1.19257496957313	0.368673606858868	"chr10"	79858825	79858951	127	"+"	7	8	3	6	1	2	9	0	0	1	1	0	0	0	0	0	0	1	0	2	2	2	1	0	0	4	1	ENSMUST00000168988
"ENSMUSG00000006498:E017"	"ENSMUSG00000006498"	"E017"	0.643997644020583	0.00968911061254322	5.04410205611038	0.282802210160812	0.360686241301357	0.000997879151475207	0.000487115518734057	0.843689663165755	0.569533011476692	0.754706960828519	-9.7236316024137	-10.7582327645322	-0.566932959410487	-0.160795845211472	"chr10"	79858952	79858981	30	"+"	5	9	7	9	7	7	8	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	2	c("ENSMUST00000169091", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E018"	"ENSMUSG00000006498"	"E018"	2.77625566414425	0.0102520672845424	11.9742335124562	0.0175439035357055	0.0321863153328136	0.60912392476016	0.576241697699931	3.42648013357765	2.84419604988012	2.86896864700136	-2.49191964655456	-2.57198135747724	-0.268706409334715	-0.256195120443828	"chr10"	79858982	79858993	12	"+"	35	16	31	33	34	30	32	1	0	0	0	0	0	0	0	0	0	1	0	5	2	2	6	1	4	8	6	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E019"	"ENSMUSG00000006498"	"E019"	6.9666811450712	0.00744406780715817	2.19837292315123	0.699327170513172	0.756415102799961	8.52599047671992	4.61107827608629	5.78122058646695	5.69528824056521	6.044115694677	0.560493323423565	-0.326269963776498	-0.0216052613406545	0.064157155977959	"chr10"	79858994	79859014	21	"+"	60	34	46	49	58	60	49	2	1	2	1	1	1	1	1	2	2	6	2	7	6	6	11	8	8	13	11	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E020"	"ENSMUSG00000006498"	"E020"	7.69142938467049	0.00589845400128114	1.09299186258175	0.895382525642178	0.912601420366066	8.52650015473035	5.76287805798795	6.58044611106564	6.2620329584376	6.49732972070377	0.373768292089427	-0.191395899790207	-0.0715542908193289	-0.0183384728873069	"chr10"	79859015	79859044	30	"+"	68	38	54	50	65	71	60	3	2	2	1	1	1	1	1	2	2	6	2	8	6	6	13	10	8	14	11	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000168216", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E021"	"ENSMUSG00000006498"	"E021"	4.26914497742308	0.00817767136950657	15.9229932302811	0.0031242551720003	0.00662342096464064	1.218192664522	1.15250862340178	4.41232232755368	5.50894966551965	6.1904869719033	-1.8567958638566	-1.93676064071859	0.320239095192437	0.488514716793241	"chr10"	79859045	79859071	27	"+"	41	24	36	29	38	60	45	1	1	0	0	0	0	0	0	1	0	0	1	7	5	7	10	13	12	8	8	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E022"	"ENSMUSG00000006498"	"E022"	4.73793209741925	0.0067940608633445	2.85670311750033	0.582084936741722	0.645708174013491	3.04499398002831	3.45624772192015	4.28668557442129	5.32006000122422	5.13476672431328	-0.493423224381966	-0.310655975860087	0.311579916663912	0.260436135188284	"chr10"	79859072	79859088	17	"+"	36	22	38	34	31	50	54	3	0	1	0	2	0	0	0	1	1	1	2	8	7	6	7	11	9	7	7	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E023"	"ENSMUSG00000006498"	"E023"	6.15861343984433	0.00612624707786638	5.56976475614425	0.233664823778467	0.30536471491049	3.65346010087035	4.6071865420168	5.51900665212232	7.21780622297848	7.09505866955266	-0.595145172549448	-0.260522611509547	0.387151787178181	0.362405989657044	"chr10"	79859089	79859096	8	"+"	47	32	48	42	40	68	64	5	0	1	0	2	0	0	0	1	1	1	3	12	8	8	10	14	15	8	10	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E024"	"ENSMUSG00000006498"	"E024"	32.9534915544344	0.00433095231009051	5.4264683096294	0.246268981886519	0.319212783586602	25.5655109921471	29.3774430105483	28.1457507919879	33.8977555593445	30.3347326526745	-0.138718270554058	0.0617916975023968	0.268272619876305	0.108053463788358	"chr10"	79859097	79859271	175	"+"	323	157	275	191	200	281	320	20	3	3	7	6	12	8	0	5	9	9	11	44	43	42	49	44	62	46	49	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E025"	"ENSMUSG00000006498"	"E025"	1.80142488781845	0.0550342675788555	3.03801621289085	0.551483758194058	0.617401372813601	0.608894489320844	1.15199108444879	2.03901350064131	1.32212762468546	1.81281726804818	-1.74360716641749	-0.823741776264996	-0.62500988110668	-0.169637818931826	"chr10"	79859352	79859364	13	"+"	26	32	10	14	13	13	16	1	0	1	0	0	0	0	0	0	0	1	0	3	2	0	2	4	3	3	2	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E026"	"ENSMUSG00000006498"	"E026"	3.54062751439934	0.0491483937232735	0.486763631061478	0.974776682723826	0.980946155399293	3.03969324890795	3.4588160826982	3.15093373491209	2.46664932797325	3.02766323520243	-0.0518536731302583	0.134498888266446	-0.35322678536937	-0.0575746700433464	"chr10"	79859365	79859387	23	"+"	44	42	17	23	23	22	21	1	1	1	2	1	0	0	0	1	1	1	2	3	6	1	3	8	4	5	3	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E027"	"ENSMUSG00000006498"	"E027"	18.8580031726052	0.00822467159580222	4.83692208047995	0.304443250495368	0.383164724238233	19.4776561109661	20.7429590022316	14.937777293755	13.874007452527	15.5836196811125	0.382854583346735	0.473656216152992	-0.106580929807247	0.0610648794734174	"chr10"	79859388	79859522	135	"+"	169	99	118	116	112	140	169	9	3	6	7	7	4	1	2	9	4	8	8	17	29	10	17	33	21	29	20	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E028"	"ENSMUSG00000006498"	"E028"	1.25911078925946	0.00828056118068311	3.45477245338554	0.484788530730542	0.557214769056551	1.21819064473425	1.72826104571734	0.951297059415119	1.51968251736695	0.603990407500172	0.356772106476565	0.861353322551825	0.67580213253857	-0.655370281578068	"chr10"	79859523	79859601	79	"+"	11	5	5	6	7	11	14	2	0	0	0	1	0	0	0	1	0	0	1	1	2	2	3	2	1	0	1	ENSMUST00000165153
"ENSMUSG00000006498:E029"	"ENSMUSG00000006498"	"E029"	4.22491264927522	0.0197701235712992	20.1885993684634	0.000458354227736379	0.00110421700318309	3.04486067172521	3.45708659343553	4.73610811959232	3.04301519645868	1.20971513317604	-0.637325802244685	-0.454145275500976	-0.638200477797965	-1.96903465835392	"chr10"	79859602	79859613	12	"+"	61	20	32	41	37	46	58	3	0	0	2	0	1	3	0	0	0	1	1	2	2	5	7	4	1	1	2	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E030"	"ENSMUSG00000006498"	"E030"	14.887414679813	0.00797067791079882	2.05566735754212	0.725520748009468	0.779159507710331	13.4061173857682	15.001353380187	12.6623182966256	12.3131588812384	11.0365290775332	0.0823499048416882	0.244551095905362	-0.0403406408755191	-0.198255042128044	"chr10"	79859614	79859649	36	"+"	165	59	122	94	105	121	120	5	4	3	4	2	8	5	2	5	2	6	2	15	14	10	26	21	18	16	18	c("ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E031"	"ENSMUSG00000006498"	"E031"	20.2369869235789	0.0136765597296366	6.62164146849318	0.157285536338175	0.220662355392087	14.6333046573688	24.8939776221742	16.496853459099	14.925264489572	18.198627825464	-0.172935265202577	0.593605889082582	-0.144434379471417	0.141638798391046	"chr10"	79859650	79859712	63	"+"	208	74	166	113	145	165	154	3	9	10	8	3	10	4	2	7	3	6	2	21	20	10	28	30	28	27	35	c("ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E032"	"ENSMUSG00000006498"	"E032"	54.6378211044659	0.0105066415504561	5.95571331333707	0.202480131984464	0.273606297327448	48.2148106084561	53.5535359971981	43.6064777560706	53.4971905204522	49.164725898848	0.144933917360258	0.296439371700731	0.294920664634861	0.173081135936881	"chr10"	79859781	79859955	175	"+"	551	259	444	281	300	442	440	16	15	17	11	23	11	10	14	14	15	16	10	101	45	60	76	76	101	74	75	c("ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E033"	"ENSMUSG00000006498"	"E033"	2.49803248087099	0.00994784261668968	3.637289489392	0.457312386625722	0.537285735025787	0.60925248795401	2.30640186078636	2.41434152184594	2.84516460813944	2.56390789459846	-1.98651762516421	-0.0659858617513281	0.236882354994711	0.0867146680984712	"chr10"	79860117	79860125	9	"+"	36	16	25	17	10	21	25	0	0	2	0	1	1	0	0	1	0	0	0	3	1	3	8	5	7	3	2	c("ENSMUST00000165724", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165153")
"ENSMUSG00000006498:E034"	"ENSMUSG00000006498"	"E034"	12.1914238409426	0.0152584138282024	9.11548671803104	0.0582768001564713	0.0929700122897552	4.87417122454657	11.5250517304399	11.3804172996039	11.1547266987858	14.0066788278581	-1.2233246222336	0.018219766568214	-0.0288982930281443	0.299561454230921	"chr10"	79860126	79860194	69	"+"	138	104	113	74	70	96	105	6	2	5	2	2	3	1	1	1	2	2	1	14	12	9	24	31	35	11	16	c("ENSMUST00000165724", "ENSMUST00000172282", "ENSMUST00000165153")
"ENSMUSG00000006498:E035"	"ENSMUSG00000006498"	"E035"	19.0418054397626	0.017614128238509	14.0943136992207	0.00700004986102466	0.0137408386160855	13.4150060580404	13.2925514109409	18.8593765757193	11.1370037940423	21.0938134848625	-0.49143428030555	-0.504663940134746	-0.759920832084145	0.161537952649139	"chr10"	79860824	79860969	146	"+"	211	206	149	115	125	170	176	4	3	4	4	1	7	8	1	5	3	2	3	19	18	5	17	28	41	41	30	c("ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E036"	"ENSMUSG00000006498"	"E036"	13.5613976785684	0.00462077360604441	0.240772976244102	0.993309696741486	0.993309696741486	11.5784918362868	10.94482702341	12.0221312180351	11.952779711101	12.3550951043285	-0.0542453254333893	-0.135443518103525	-0.00834650476868214	0.0394134441182035	"chr10"	79861738	79862013	276	"+"	107	81	123	94	90	133	111	7	1	2	1	5	3	8	4	1	2	2	2	22	16	9	16	19	34	15	14	ENSMUST00000164385
"ENSMUSG00000006498:E037"	"ENSMUSG00000006498"	"E037"	5.07018480211207	0.0191664352370959	33.9546478825043	7.61319474337704e-07	2.48732458396633e-06	0.609254259122705	1.15220061964847	6.97150095039927	2.84634954754689	5.1234043589332	-3.5163529623651	-2.59707736012595	-1.2923564552162	-0.444366539559744	"chr10"	79862014	79862016	3	"+"	73	71	50	54	48	63	67	0	0	0	0	2	0	1	0	0	0	0	0	2	5	2	6	1	10	14	9	c("ENSMUST00000164385", "ENSMUST00000172282", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000095457")
"ENSMUSG00000006498:E038"	"ENSMUSG00000006498"	"E038"	5.57073526757388	0.0236179837638574	19.4188187755718	0.000650163524401749	0.00152023529970409	3.65295979214019	1.72794935063774	6.85804098154266	2.84587787962529	4.66470480996628	-0.908730651251849	-1.98873559531547	-1.26892277015603	-0.556010737501262	"chr10"	79862017	79862047	31	"+"	73	71	45	53	47	64	66	0	1	0	0	2	0	3	0	1	0	0	2	2	5	2	6	1	10	13	7	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000164385", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704")
"ENSMUSG00000006498:E039"	"ENSMUSG00000006498"	"E039"	8.15637600414182	0.0175051013596341	7.14662690867408	0.128339591779807	0.189529366188755	11.5502951656889	7.49390057288925	6.42472517231629	4.72950285403243	6.31800552554976	0.846223072722697	0.22208209440789	-0.441946200744802	-0.0241655432602357	"chr10"	79862048	79862448	401	"+"	84	61	61	39	51	45	54	1	4	3	0	3	2	6	1	2	1	2	7	6	7	2	10	6	17	10	9	ENSMUST00000169580
"ENSMUSG00000006498:E040"	"ENSMUSG00000006498"	"E040"	20.4582922783538	0.0216255166381228	5.40724136270933	0.248004155314682	0.320590737358004	17.6563111161281	18.4309916026021	18.0355174047288	13.1431998125105	21.6005552369906	-0.0306568556836824	0.0312928793449411	-0.456524258335199	0.260227585089699	"chr10"	79862449	79862541	93	"+"	218	179	180	105	86	176	168	5	7	4	3	8	5	6	2	5	5	5	6	25	22	12	10	26	39	41	37	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000057343", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000164385")
"ENSMUSG00000006498:E041"	"ENSMUSG00000006498"	"E041"	68.7473104158432	0.00828714736169566	21.5349666761545	0.000247984761385789	0.000619312728696446	45.7238540964522	49.5919401941135	63.696738254539	58.4379388008213	78.5304114547439	-0.47827248320852	-0.361113828421054	-0.12431420479907	0.302031958337477	"chr10"	79862653	79862869	217	"+"	582	569	663	402	433	618	605	23	11	12	18	8	14	15	15	11	9	12	13	80	82	54	92	121	147	117	134	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000057343", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000164385")
"ENSMUSG00000006498:E042"	"ENSMUSG00000006498"	"E042"	5.97703249037232	0.004657171801335	11.2978941904946	0.023412421019349	0.0412093167019537	10.3609569756902	3.4572470727811	4.07056701307895	4.75255255965714	4.9865947669714	1.34785558671333	-0.235606060172704	0.223472812167494	0.29282519798807	"chr10"	79862978	79863050	73	"+"	48	22	34	28	39	42	39	3	1	0	0	1	1	5	3	3	4	0	2	3	5	8	9	11	6	7	9	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000057343", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000164385")
"ENSMUSG00000006498:E043"	"ENSMUSG00000006498"	"E043"	1.58710479498253	0.00972717389149506	3.5555636642751	0.469480213478754	0.543548693760596	0.60921623003258	1.7289379612982	1.59476245297525	1.70851393175775	0.906418155596586	-1.38831526203349	0.116544558240704	0.0994004679102214	-0.815092880284882	"chr10"	79863051	79863053	3	"+"	22	5	19	9	13	13	18	1	0	0	0	1	1	1	0	0	0	0	0	2	3	1	3	0	1	1	4	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E044"	"ENSMUSG00000006498"	"E044"	0.77724621147443	0.00991700694726759	5.47031405454493	0.242351247918395	0.314990586531538	0.6092169962111	1.15291172064275	0.72560680298016	0.379925349374686	0.151002949285956	-0.252231790678784	0.668022161788426	-0.93347200732781	-2.26461125446893	"chr10"	79863054	79863055	2	"+"	11	4	5	3	8	6	8	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E045"	"ENSMUSG00000006498"	"E045"	52.0364693319825	0.00257869603386336	7.28056161068491	0.121784045386774	0.180968815107449	48.7144092964299	42.6784791048381	46.1802890100994	45.5074279230566	39.1269362570348	0.0770713700556767	-0.113768436925629	-0.0211751543805095	-0.23911505414838	"chr10"	79863145	79863424	280	"+"	502	326	391	353	383	455	429	13	13	12	14	8	14	16	8	12	11	14	19	59	68	35	78	59	70	64	66	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E046"	"ENSMUSG00000006498"	"E046"	133.201769730737	0.00190129654399437	7.62082272910226	0.106498033231332	0.16075810712451	115.141761108181	110.190292904276	118.812652725367	118.447515758881	107.811741889576	-0.0452772976149853	-0.108691344524928	-0.00444054061026987	-0.140174169285433	"chr10"	79863425	79863818	394	"+"	1344	753	1220	869	826	1207	1109	38	27	27	36	24	39	35	25	24	40	27	38	169	151	116	188	171	210	164	169	c("ENSMUST00000172282", "ENSMUST00000169580", "ENSMUST00000165704", "ENSMUST00000165153", "ENSMUST00000095457")
"ENSMUSG00000006498:E047"	"ENSMUSG00000006498"	"E047"	62.5319624096275	0.00348176252035005	27.0691709772103	1.92489417425086e-05	5.40102659480977e-05	69.4469437469761	55.392371093888	53.306374272581	49.8374964143115	39.6066720938262	0.381603146849733	0.0553792370273872	-0.0970764615432626	-0.428564572464186	"chr10"	79863819	79864359	541	"+"	560	317	464	432	407	579	524	19	16	7	21	10	23	23	16	14	21	17	23	75	60	44	84	68	66	66	62	c("ENSMUST00000172282", "ENSMUST00000169580", "ENSMUST00000165704", "ENSMUST00000095457")
"ENSMUSG00000006498:E048"	"ENSMUSG00000006498"	"E048"	4.78514491003374	0.0185763758168355	9.46581524851979	0.0504544271178927	0.0815822431702876	3.65468920688199	4.60497193371806	3.49687330592038	6.24254290510898	5.59468589850726	0.0636831980923076	0.397126836269708	0.836068304688763	0.677991609326948	"chr10"	79864360	79864432	73	"+"	49	31	25	24	12	34	43	3	1	0	2	2	0	1	2	0	0	2	1	8	8	4	13	9	8	11	9	c("ENSMUST00000172282", "ENSMUST00000169580", "ENSMUST00000165704")
"ENSMUSG00000006498:E049"	"ENSMUSG00000006498"	"E049"	0.344877161536742	0.0183117618345325	1.76271015318912	0.779297213354041	0.833463611591653	0.609289471407261	0.000504030007719189	0.258421064443606	0.190131010483264	0.452895592573579	1.23740413870586	-9.00199832862009	-0.442729816312185	0.809454827710025	"chr10"	79864433	79864771	339	"+"	4	3	4	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	ENSMUST00000165704
"ENSMUSG00000008658:E001"	"ENSMUSG00000008658"	"E001"	0.0340292916078902	0.0180300136648876	0.594265163328174	0.963698820781473	NA	0.00122843308372527	0.000904903906783176	0.0015607094021277	0.0623443788567755	0.000888618368518977	-0.345382666150492	-0.786365434941899	5.3199856451414	-0.812566069715395	"chr16"	6809222	6809248	27	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	ENSMUST00000115841
"ENSMUSG00000008658:E002"	"ENSMUSG00000008658"	"E002"	24.8563833084578	0.00938494950825819	25.0716617938705	4.86679143955419e-05	0.000130419073970076	18.876964756033	16.1947673625754	4.67645405272183	14.4528310162889	14.8414507453164	2.01313989320932	1.79204082608602	1.62786519716909	1.66614520374254	"chr16"	7069835	7070085	251	"+"	3	2	1	0	2	1	1	9	16	15	9	8	8	9	10	14	24	10	19	69	59	43	61	36	37	37	35	ENSMUST00000056416
"ENSMUSG00000008658:E003"	"ENSMUSG00000008658"	"E003"	81.3109261196224	0.00593094656282619	25.8526755687633	3.38843964079763e-05	9.23591833520267e-05	50.1828232082248	51.2652189438914	69.7967525380651	56.3652537486373	60.3973992733814	-0.475966276308812	-0.445179556606191	-0.308353823067297	-0.208673485046167	"chr16"	7224311	7224550	240	"+"	22	24	23	17	8	22	33	32	51	31	29	37	26	32	27	34	45	37	54	255	217	173	260	128	186	121	156	c("ENSMUST00000056416", "ENSMUST00000115841")
"ENSMUSG00000008658:E004"	"ENSMUSG00000008658"	"E004"	24.7806793784263	0.0461363593420426	5.16238314002459	0.271038071103302	0.346609007818432	17.681934441748	18.2279342778481	9.88354282103551	14.4721083094734	13.4793462575546	0.839175934138242	0.883050890767379	0.550174927090128	0.447650344959751	"chr16"	7277025	7277168	144	"+"	2	1	1	4	6	1	6	13	12	12	7	13	16	14	7	11	15	14	20	47	69	33	86	46	48	24	15	c("ENSMUST00000056416", "ENSMUST00000115841")
"ENSMUSG00000008658:E005"	"ENSMUSG00000008658"	"E005"	2.92781736822698	0.0280620590705659	2.04822711916091	0.726888848912154	0.779159507710331	2.41914774760714	1.2438841272254	2.3390659362263	2.03118618219082	1.84288717613487	0.0485663529329921	-0.911080431654549	-0.203610044851048	-0.34396478050536	"chr16"	7285478	7285531	54	"+"	0	0	0	0	2	1	2	1	3	0	0	0	1	3	1	3	2	2	0	10	4	3	16	5	4	4	5	c("ENSMUST00000056416", "ENSMUST00000115841")
"ENSMUSG00000008658:E006"	"ENSMUSG00000008658"	"E006"	12.1350518985554	0.0061948521211637	15.5648874572302	0.00366220801495949	0.00762826734993746	7.6739416304914	6.47488109311519	6.08196158129937	8.92565910472968	10.8414355320355	0.335431088418199	0.0903169957654251	0.553422004040538	0.833947190672062	"chr16"	7292185	7292277	93	"+"	1	3	2	0	1	2	4	5	3	4	8	2	4	6	2	3	7	7	10	43	35	18	48	18	27	30	31	c("ENSMUST00000056416", "ENSMUST00000115841")
"ENSMUSG00000008658:E007"	"ENSMUSG00000008658"	"E007"	6.50856587791511	0.00896398693789031	35.5553130251488	3.57193268638511e-07	1.2083772279473e-06	2.63452836119843	2.99076081629437	0.93474404073069	6.75636777718199	6.03688140447144	1.4949014370628	1.67786926306953	2.85360458854619	2.6911601858291	"chr16"	7294070	7294130	61	"+"	2	0	0	0	0	0	0	0	2	2	1	1	6	2	2	2	2	3	1	24	33	12	40	14	14	15	16	c("ENSMUST00000056416", "ENSMUST00000115841")
"ENSMUSG00000008658:E008"	"ENSMUSG00000008658"	"E008"	7.95036112753593	0.00867408588961864	10.4357995422702	0.0336929191219464	0.0576040230149406	5.92555879415221	4.72222179145701	1.40240905191948	5.48150756358405	4.70455304942893	2.07904399677933	1.75155858990393	1.96666551492403	1.74615045471816	"chr16"	7306408	7306461	54	"+"	1	0	0	0	0	2	0	7	4	3	1	3	1	3	5	4	6	2	7	14	26	16	32	9	14	7	16	c("ENSMUST00000056416", "ENSMUST00000115841")
