"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"countData.SRR56"	"countData.SRR57"	"countData.SRR58"	"countData.SRR59"	"transcripts"
"ENSMUSG00000005506:E004"	"ENSMUSG00000005506"	"E004"	1.61261633433696	0.0255007013488769	5.33780140545704	0.0208677758595933	0.0744926197417887	"chr2"	90940537	90940542	6	"+"	2	0	0	1	3	3	1	4	c("ENSMUST00000005643", "ENSMUST00000150546", "ENSMUST00000111451", "ENSMUST00000127580", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642")
"ENSMUSG00000005506:E005"	"ENSMUSG00000005506"	"E005"	16.4240187066808	0.0191326277679165	3.76273375611737	0.0524068300287295	0.143084437249492	"chr2"	90940543	90940641	99	"+"	10	15	14	16	29	18	13	17	c("ENSMUST00000005643", "ENSMUST00000068747", "ENSMUST00000150546", "ENSMUST00000111451", "ENSMUST00000127580", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642")
"ENSMUSG00000005506:E006"	"ENSMUSG00000005506"	"E006"	0.944791719223555	0.0587390775174792	0.23100962573514	0.63077621470679	0.790852353786459	"chr2"	90954289	90954341	53	"+"	0	1	2	0	2	1	0	1	c("ENSMUST00000127580", "ENSMUST00000177642", "ENSMUST00000154442")
"ENSMUSG00000005506:E007"	"ENSMUSG00000005506"	"E007"	0.746538068225613	0.189269319345426	0.578681682349639	0.44682952377053	0.637231107782715	"chr2"	90965092	90965210	119	"+"	0	1	1	0	0	3	0	1	ENSMUST00000133657
"ENSMUSG00000005506:E008"	"ENSMUSG00000005506"	"E008"	0	NA	NA	NA	NA	"chr2"	90987620	90987664	45	"+"	0	0	0	0	0	0	0	0	ENSMUST00000111452
"ENSMUSG00000005506:E009"	"ENSMUSG00000005506"	"E009"	2.35522441167439	0.0302696542318103	0.739904256300719	0.389691549959189	0.585949250844432	"chr2"	90987665	90987745	81	"+"	1	4	1	2	6	2	2	1	c("ENSMUST00000005643", "ENSMUST00000133657", "ENSMUST00000150546", "ENSMUST00000127580", "ENSMUST00000111452")
"ENSMUSG00000005506:E010"	"ENSMUSG00000005506"	"E010"	0.982045844730494	0.04650286893525	0.689545447478594	0.406319033907518	0.598942822685969	"chr2"	90987746	90987754	9	"+"	1	2	0	0	2	0	2	1	c("ENSMUST00000005643", "ENSMUST00000150546", "ENSMUST00000111455", "ENSMUST00000111452", "ENSMUST00000133657", "ENSMUST00000127580")
"ENSMUSG00000005506:E011"	"ENSMUSG00000005506"	"E011"	3.35880346767798	0.0286369427468554	0.368707632713154	0.543709563096684	0.727869253822981	"chr2"	90987755	90987816	62	"+"	2	3	3	8	2	5	2	2	c("ENSMUST00000111455", "ENSMUST00000005643", "ENSMUST00000133657", "ENSMUST00000127580", "ENSMUST00000111452")
"ENSMUSG00000005506:E012"	"ENSMUSG00000005506"	"E012"	0.24836851063495	0.28309005797252	1.8624834783526	0.172338444698568	NA	"chr2"	90998579	90998579	1	"+"	2	0	0	0	0	0	0	0	c("ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E013"	"ENSMUSG00000005506"	"E013"	16.9115137033559	0.0320203840854223	0.0361439375245425	0.849218553896056	0.911668426582735	"chr2"	90998580	90998616	37	"+"	11	19	17	21	25	10	13	17	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000127580", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E014"	"ENSMUSG00000005506"	"E014"	35.0876213453867	0.0348224649280324	0.00915773262269681	0.923761983802427	0.951268544114162	"chr2"	90998617	90998767	151	"+"	39	42	27	36	29	18	41	47	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E015"	"ENSMUSG00000005506"	"E015"	5.78130430797167	0.0518086520108318	1.56014010181562	0.211644707850529	0.395642134044909	"chr2"	91001006	91001088	83	"+"	7	3	4	5	6	4	4	14	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E016"	"ENSMUSG00000005506"	"E016"	2.76623435450848	0.0221916089449618	15.4734443017388	8.36725813301458e-05	0.000913792664526592	"chr2"	91001462	91001510	49	"+"	3	0	0	0	6	3	6	6	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E017"	"ENSMUSG00000005506"	"E017"	20.9073266603985	0.0051346916797318	5.45438647662456	0.0195192572049318	0.0714785767598913	"chr2"	91003211	91003345	135	"+"	22	15	15	21	20	21	27	29	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E018"	"ENSMUSG00000005506"	"E018"	74.8128597862712	0.00423961428330721	0.342163333879625	0.558583158409064	0.741441698807343	"chr2"	91003811	91003890	80	"+"	78	69	76	97	77	60	60	74	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E019"	"ENSMUSG00000005506"	"E019"	174.007651695009	0.00287996505823228	0.816795003879236	0.36611890088523	0.560661785488451	"chr2"	91004701	91004862	162	"+"	182	167	152	209	151	189	147	194	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E020"	"ENSMUSG00000005506"	"E020"	28.6118856963362	0.163072822718117	0.174328932165992	0.676292860091282	0.817785267363514	"chr2"	91006620	91006631	12	"+"	36	23	26	36	24	41	3	40	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E021"	"ENSMUSG00000005506"	"E021"	69.1206261397156	0.0101072361060083	1.61306837973794	0.204061018312789	0.383191504976504	"chr2"	91006632	91006695	64	"+"	82	78	52	102	53	78	41	67	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E022"	"ENSMUSG00000005506"	"E022"	107.298562359096	0.00248048012459394	29.6352301806247	5.21484663760378e-08	1.08208067730278e-06	"chr2"	91008172	91008300	129	"+"	152	140	87	161	72	81	65	88	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E023"	"ENSMUSG00000005506"	"E023"	10.1211483606725	0.120353720721396	0.841796112194032	0.358883586626952	0.55781531254751	"chr2"	91009202	91009204	3	"+"	16	14	6	12	9	1	5	17	c("ENSMUST00000068726", "ENSMUST00000111448")
"ENSMUSG00000005506:E024"	"ENSMUSG00000005506"	"E024"	53.6328460745951	0.00315962428650699	0.39323969585169	0.530601377026362	0.717262447771792	"chr2"	91009205	91009315	111	"+"	65	66	42	59	52	42	46	54	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E025"	"ENSMUSG00000005506"	"E025"	118.725704600621	0.00473405530372555	10.0963357049839	0.00148564438443017	0.0093415518111897	"chr2"	91010393	91010578	186	"+"	148	126	130	150	98	80	94	101	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E026"	"ENSMUSG00000005506"	"E026"	0.652282343404275	0.412366267197482	0.00452792092323762	0.946350974787503	NA	"chr2"	91012489	91012698	210	"+"	0	3	0	0	1	0	1	0	ENSMUST00000127385
"ENSMUSG00000005506:E027"	"ENSMUSG00000005506"	"E027"	88.0609378488049	0.00829367077896278	1.23095247132713	0.267221885025377	0.460153868404696	"chr2"	91012699	91012842	144	"+"	121	76	91	100	87	80	65	75	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000127385", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E028"	"ENSMUSG00000005506"	"E028"	23.2247404470263	0.00431139906294032	0.10606844381806	0.744665337535042	0.845782934552413	"chr2"	91013238	91013372	135	"+"	32	19	21	28	24	21	19	21	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000127385", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E029"	"ENSMUSG00000005506"	"E029"	6.33737174949813	0.0118691098884048	0.916986245016489	0.338267532142692	0.539927022458528	"chr2"	91013373	91013402	30	"+"	7	4	7	12	4	4	5	7	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E030"	"ENSMUSG00000005506"	"E030"	9.76936538937487	0.00638196219403163	1.45367473597361	0.227939224123984	0.413381252578118	"chr2"	91013403	91013490	88	"+"	9	9	7	11	11	10	10	12	c("ENSMUST00000068726", "ENSMUST00000111452")
"ENSMUSG00000005506:E031"	"ENSMUSG00000005506"	"E031"	153.885102334036	0.00913337878908166	5.27424570117918	0.0216431632748871	0.0754782584796482	"chr2"	91013491	91016565	3075	"+"	160	135	132	149	167	155	187	150	c("ENSMUST00000111455", "ENSMUST00000068747", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111452")
"ENSMUSG00000005506:E032"	"ENSMUSG00000005506"	"E032"	924.001915305167	0.00390871661337463	1.00251180636889	0.3167034866161	0.517448610022368	"chr2"	91016566	91019490	2925	"+"	1045	964	692	1151	905	962	825	873	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E033"	"ENSMUSG00000005506"	"E033"	0	NA	NA	NA	NA	"chr2"	91019491	91019497	7	"+"	0	0	0	0	0	0	0	0	c("ENSMUST00000068747", "ENSMUST00000068726", "ENSMUST00000111449", "ENSMUST00000111448", "ENSMUST00000111452")
"ENSMUSG00000006498:E001"	"ENSMUSG00000006498"	"E001"	1.80454865645899	0.0954358632504451	1.40154634166259	0.23646483417961	0.420189135085522	"chr10"	79854427	79854604	178	"+"	1	3	0	0	4	1	4	2	ENSMUST00000172282
"ENSMUSG00000006498:E002"	"ENSMUSG00000006498"	"E002"	1.76222324923747	0.0257345905827566	0.976410694803562	0.323086557234008	0.525475648599603	"chr10"	79854605	79854628	24	"+"	3	1	2	2	0	2	3	1	c("ENSMUST00000172282", "ENSMUST00000168988")
"ENSMUSG00000006498:E003"	"ENSMUSG00000006498"	"E003"	1.84535079036707	0.0318474149650176	0.528869811117929	0.467082402240886	0.654862151790431	"chr10"	79854629	79854632	4	"+"	3	0	2	3	0	3	3	1	c("ENSMUST00000172282", "ENSMUST00000168988", "ENSMUST00000165704")
"ENSMUSG00000006498:E004"	"ENSMUSG00000006498"	"E004"	1.86419577386271	0.0379427402916042	1.42784122720239	0.232117074660551	0.417006865732159	"chr10"	79854633	79854640	8	"+"	4	0	2	3	0	2	3	1	c("ENSMUST00000172282", "ENSMUST00000168988", "ENSMUST00000165153", "ENSMUST00000165704")
"ENSMUSG00000006498:E005"	"ENSMUSG00000006498"	"E005"	4.42988586438613	0.0137204430861606	2.34089398777449	0.126017215262203	0.265467737735097	"chr10"	79854641	79854651	11	"+"	7	2	5	6	3	3	4	5	c("ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000165153", "ENSMUST00000165704")
"ENSMUSG00000006498:E006"	"ENSMUSG00000006498"	"E006"	7.79921515959516	0.0100509629472283	1.45262782454947	0.228106763470817	0.413381252578118	"chr10"	79854652	79854664	13	"+"	12	5	8	7	7	8	6	9	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E007"	"ENSMUSG00000006498"	"E007"	8.26490730776451	0.0117067856050775	0.288938049896984	0.590901857825591	0.748847402694029	"chr10"	79854665	79854666	2	"+"	12	6	8	5	9	10	6	10	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E008"	"ENSMUSG00000006498"	"E008"	8.15956803594268	0.0124074617180131	0.404889110643722	0.524575056835671	0.716113975614486	"chr10"	79854667	79854667	1	"+"	12	6	8	5	9	9	6	10	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E009"	"ENSMUSG00000006498"	"E009"	15.4168758305729	0.083068666115446	3.80881534085441	0.0509834977692988	0.142001017276906	"chr10"	79854668	79854721	54	"+"	13	6	9	6	13	48	23	13	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E010"	"ENSMUSG00000006498"	"E010"	0.334017021328075	0.0758084373823372	2.9935301759962	0.0835977414442183	NA	"chr10"	79855038	79855163	126	"+"	0	0	0	0	0	1	1	1	ENSMUST00000168683
"ENSMUSG00000006498:E011"	"ENSMUSG00000006498"	"E011"	0.873654813798606	0.355185390124616	0.187424554800089	0.665068838328761	0.814169816833144	"chr10"	79856339	79856503	165	"+"	1	0	1	0	4	1	0	0	ENSMUST00000171599
"ENSMUSG00000006498:E012"	"ENSMUSG00000006498"	"E012"	5.49831469005099	0.76538910127122	8.10122898021999	0.00442352552187833	0.0221176276093917	"chr10"	79856504	79856534	31	"+"	0	0	0	0	2	35	14	0	c("ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E013"	"ENSMUSG00000006498"	"E013"	0.979057452417608	0.0378037574319128	0.107327120398352	0.743207935329108	0.845782934552413	"chr10"	79857579	79857695	117	"+"	2	0	1	0	1	2	1	1	ENSMUST00000168216
"ENSMUSG00000006498:E014"	"ENSMUSG00000006498"	"E014"	5.83326618887782	0.0180562090724479	4.59701461105621	0.0320276810952815	0.0977315268716311	"chr10"	79858752	79858771	20	"+"	7	4	6	11	8	3	4	3	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E015"	"ENSMUSG00000006498"	"E015"	5.18406063828887	0.0144744913166614	5.67778001430948	0.0171810934595808	0.0648195798702366	"chr10"	79858772	79858824	53	"+"	6	4	5	11	6	3	4	2	c("ENSMUST00000169091", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E016"	"ENSMUSG00000006498"	"E016"	1.56216082984494	0.149055809748735	0.906519280999646	0.341039645768249	0.541497928000508	"chr10"	79858825	79858951	127	"+"	2	2	2	1	0	0	4	1	ENSMUST00000168988
"ENSMUSG00000006498:E017"	"ENSMUSG00000006498"	"E017"	0.944511953921076	0.0417524038233327	0.108898810798024	0.741401323581333	0.845782934552413	"chr10"	79858952	79858981	30	"+"	2	1	0	0	0	2	1	2	c("ENSMUST00000169091", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E018"	"ENSMUSG00000006498"	"E018"	4.09690192181897	0.0430114075876015	0.0026322973784545	0.959081751218903	0.972311225924548	"chr10"	79858982	79858993	12	"+"	5	2	2	6	1	4	8	6	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E019"	"ENSMUSG00000006498"	"E019"	8.58336929192601	0.00922012874523542	0.0118812698341486	0.913201508592273	0.947988521390646	"chr10"	79858994	79859014	21	"+"	7	6	6	11	8	8	13	11	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E020"	"ENSMUSG00000006498"	"E020"	9.29231392576579	0.00970616087139623	0.00099257074177217	0.974866732347978	0.98196527651556	"chr10"	79859015	79859044	30	"+"	8	6	6	13	10	8	14	11	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000168216", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E021"	"ENSMUSG00000006498"	"E021"	8.59606229728953	0.00839387276076848	0.10325541633199	0.747957438507796	0.845782934552413	"chr10"	79859045	79859071	27	"+"	7	5	7	10	13	12	8	8	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E022"	"ENSMUSG00000006498"	"E022"	7.69255593556402	0.00838948349299193	0.0664494910261482	0.796578253641168	0.881546600696225	"chr10"	79859072	79859088	17	"+"	8	7	6	7	11	9	7	7	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E023"	"ENSMUSG00000006498"	"E023"	10.4786063877539	0.00718755865374294	0.0498987568509648	0.823239538055653	0.901436433491018	"chr10"	79859089	79859096	8	"+"	12	8	8	10	14	15	8	10	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E024"	"ENSMUSG00000006498"	"E024"	47.1896019513573	0.0032758240952409	1.6571219795932	0.197992356814141	0.375190995789355	"chr10"	79859097	79859271	175	"+"	44	43	42	49	44	62	46	49	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E025"	"ENSMUSG00000006498"	"E025"	2.24728164998311	0.018956242202634	0.329411149810412	0.566006030282136	0.743840780313956	"chr10"	79859352	79859364	13	"+"	3	2	0	2	4	3	3	2	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E026"	"ENSMUSG00000006498"	"E026"	4.01929712368638	0.028928894026449	0.190670002041045	0.662359564752248	0.813252128320068	"chr10"	79859365	79859387	23	"+"	3	6	1	3	8	4	5	3	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E027"	"ENSMUSG00000006498"	"E027"	21.622736778723	0.0432545111716459	0.141131892113037	0.707158341300535	0.822292842106184	"chr10"	79859388	79859522	135	"+"	17	29	10	17	33	21	29	20	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E028"	"ENSMUSG00000006498"	"E028"	1.56513298048973	0.0274281015802749	2.4273361443795	0.119235367285727	0.257722278247795	"chr10"	79859523	79859601	79	"+"	1	2	2	3	2	1	0	1	ENSMUST00000165153
"ENSMUSG00000006498:E029"	"ENSMUSG00000006498"	"E029"	3.14833866045932	0.0607757413561668	3.77855071094228	0.0519136077452585	0.142748541289922	"chr10"	79859602	79859613	12	"+"	2	2	5	7	4	1	1	2	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E030"	"ENSMUSG00000006498"	"E030"	16.9072313905955	0.00659262102579168	0.557880914616007	0.455115316483426	0.642424681430687	"chr10"	79859614	79859649	36	"+"	15	14	10	26	21	18	16	18	c("ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E031"	"ENSMUSG00000006498"	"E031"	24.0572763378126	0.00620841299196457	1.01951133726897	0.312634949360811	0.514855174542606	"chr10"	79859650	79859712	63	"+"	21	20	10	28	30	28	27	35	c("ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E032"	"ENSMUSG00000006498"	"E032"	74.9180429169272	0.016534472233748	0.612145416439091	0.433981164615608	0.623190945728295	"chr10"	79859781	79859955	175	"+"	101	45	60	76	76	101	74	75	c("ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E033"	"ENSMUSG00000006498"	"E033"	3.87765745452934	0.0356657865025355	0.104711487581127	0.746247290445472	0.845782934552413	"chr10"	79860117	79860125	9	"+"	3	1	3	8	5	7	3	2	c("ENSMUST00000165724", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165153")
"ENSMUSG00000006498:E034"	"ENSMUSG00000006498"	"E034"	18.2625869314312	0.0493207278496453	0.384582178124106	0.535161076805775	0.721077424916872	"chr10"	79860126	79860194	69	"+"	14	12	9	24	31	35	11	16	c("ENSMUST00000165724", "ENSMUST00000172282", "ENSMUST00000165153")
"ENSMUSG00000006498:E035"	"ENSMUSG00000006498"	"E035"	23.4855037308761	0.00656540831094124	12.8695979425212	0.000333963350925618	0.00271754491439473	"chr10"	79860824	79860969	146	"+"	19	18	5	17	28	41	41	30	c("ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E036"	"ENSMUSG00000006498"	"E036"	17.5726051918012	0.0179444007665047	0.00304324426517155	0.956006528329092	0.972311225924548	"chr10"	79861738	79862013	276	"+"	22	16	9	16	19	34	15	14	ENSMUST00000164385
"ENSMUSG00000006498:E037"	"ENSMUSG00000006498"	"E037"	5.80227813046443	0.116747850272483	1.1798136378666	0.277393938442351	0.473738619150518	"chr10"	79862014	79862016	3	"+"	2	5	2	6	1	10	14	9	c("ENSMUST00000164385", "ENSMUST00000172282", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000095457")
"ENSMUSG00000006498:E038"	"ENSMUSG00000006498"	"E038"	5.45751128032832	0.10608669961716	0.831905331113859	0.361722160679533	0.558047199561362	"chr10"	79862017	79862047	31	"+"	2	5	2	6	1	10	13	7	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000164385", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704")
"ENSMUSG00000006498:E039"	"ENSMUSG00000006498"	"E039"	7.92937456329506	0.0129101949577717	0.867587220125586	0.351624135205257	0.548586526730006	"chr10"	79862048	79862448	401	"+"	6	7	2	10	6	17	10	9	ENSMUST00000169580
"ENSMUSG00000006498:E040"	"ENSMUSG00000006498"	"E040"	25.5468750162226	0.0290207783220801	4.56576202998724	0.032617160382375	0.0980878373817799	"chr10"	79862449	79862541	93	"+"	25	22	12	10	26	39	41	37	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000057343", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000164385")
"ENSMUSG00000006498:E041"	"ENSMUSG00000006498"	"E041"	100.197538785326	0.00215956208423484	10.8908650825234	0.000966396826443933	0.00659988989971128	"chr10"	79862653	79862869	217	"+"	80	82	54	92	121	147	117	134	c("ENSMUST00000169580", "ENSMUST00000172282", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000057343", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000164385")
