"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR33"	"countData.SRR34"	"countData.SRR35"	"countData.SRR36"	"countData.SRR37"	"countData.SRR38"	"countData.SRR39"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"transcripts"
"ENSMUSG00000002107:E069"	"ENSMUSG00000002107"	"E069"	0	NA	NA	NA	NA	"chr2"	7430271	7430403	133	"-"	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000182037
"ENSMUSG00000002107:E070"	"ENSMUSG00000002107"	"E070"	0	NA	NA	NA	NA	"chr2"	7509310	7509563	254	"-"	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000182037
"ENSMUSG00000005506:E001"	"ENSMUSG00000005506"	"E001"	0	NA	NA	NA	NA	"chr2"	90940382	90940396	15	"+"	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000150546
"ENSMUSG00000005506:E002"	"ENSMUSG00000005506"	"E002"	0.0448582862876474	0.212749482236041	0.141242687304327	0.70704872509726	NA	"chr2"	90940397	90940457	61	"+"	1	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000005643", "ENSMUST00000068726", "ENSMUST00000111451", "ENSMUST00000150546", "ENSMUST00000177642")
"ENSMUSG00000005506:E003"	"ENSMUSG00000005506"	"E003"	1.32744648848874	0.0510483564002014	0.120528212082661	0.728462305618856	0.860753809233601	"chr2"	90940458	90940536	79	"+"	3	3	0	0	2	5	2	2	0	0	1	c("ENSMUST00000005643", "ENSMUST00000150546", "ENSMUST00000111451", "ENSMUST00000127580", "ENSMUST00000068726", "ENSMUST00000177642")
"ENSMUSG00000005506:E004"	"ENSMUSG00000005506"	"E004"	2.00278462789327	0.105252872690469	1.27620404915055	0.258606022968583	0.440685773834217	"chr2"	90940537	90940542	6	"+"	3	8	2	0	3	6	3	2	0	0	1	c("ENSMUST00000005643", "ENSMUST00000150546", "ENSMUST00000111451", "ENSMUST00000127580", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642")
"ENSMUSG00000005506:E005"	"ENSMUSG00000005506"	"E005"	23.9848634602169	0.0898627949860932	0.0723229881268423	0.787984060918026	0.90588251882786	"chr2"	90940543	90940641	99	"+"	50	64	27	14	31	14	22	10	15	14	16	c("ENSMUST00000005643", "ENSMUST00000068747", "ENSMUST00000150546", "ENSMUST00000111451", "ENSMUST00000127580", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642")
"ENSMUSG00000005506:E006"	"ENSMUSG00000005506"	"E006"	0.737947257017902	0.137744373453678	5.08286069478075	0.0241634702302398	0.0720589201508936	"chr2"	90954289	90954341	53	"+"	0	0	0	1	0	0	0	0	1	2	0	c("ENSMUST00000127580", "ENSMUST00000177642", "ENSMUST00000154442")
"ENSMUSG00000005506:E007"	"ENSMUSG00000005506"	"E007"	2.346440751893	0.0227858111079562	5.22703349940031	0.0222384296278622	0.0671171882142106	"chr2"	90965092	90965210	119	"+"	4	3	3	7	7	3	5	0	1	1	0	ENSMUST00000133657
"ENSMUSG00000005506:E008"	"ENSMUSG00000005506"	"E008"	0.114150249421844	0.130104766268707	0.580864438484866	0.445973687997841	NA	"chr2"	90987620	90987664	45	"+"	1	0	0	1	0	0	0	0	0	0	0	ENSMUST00000111452
"ENSMUSG00000005506:E009"	"ENSMUSG00000005506"	"E009"	2.95949192503402	0.0545696349473186	0.148785698043042	0.699698499943377	0.840844273603743	"chr2"	90987665	90987745	81	"+"	6	0	1	5	5	3	7	1	4	1	2	c("ENSMUST00000005643", "ENSMUST00000133657", "ENSMUST00000150546", "ENSMUST00000127580", "ENSMUST00000111452")
"ENSMUSG00000005506:E010"	"ENSMUSG00000005506"	"E010"	1.40898245645541	0.0314787610345405	0.134327518108023	0.713986650715259	0.853716735103448	"chr2"	90987746	90987754	9	"+"	3	0	2	3	4	2	1	1	2	0	0	c("ENSMUST00000005643", "ENSMUST00000150546", "ENSMUST00000111455", "ENSMUST00000111452", "ENSMUST00000133657", "ENSMUST00000127580")
"ENSMUSG00000005506:E011"	"ENSMUSG00000005506"	"E011"	5.20626216857763	0.132870468747975	1.1440646406794	0.284795083944802	0.475121726857352	"chr2"	90987755	90987816	62	"+"	2	0	7	10	6	8	6	2	3	3	8	c("ENSMUST00000111455", "ENSMUST00000005643", "ENSMUST00000133657", "ENSMUST00000127580", "ENSMUST00000111452")
"ENSMUSG00000005506:E012"	"ENSMUSG00000005506"	"E012"	0.615952315701543	0.317063993742338	0.196547241170123	0.657522367687072	0.805424709562892	"chr2"	90998579	90998579	1	"+"	0	1	0	0	1	3	0	2	0	0	0	c("ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E013"	"ENSMUSG00000005506"	"E013"	26.2685499925126	0.0277916694592081	0.862096238688139	0.353152738272271	0.542728594706773	"chr2"	90998580	90998616	37	"+"	44	37	33	22	42	26	21	11	19	17	21	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000127580", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E014"	"ENSMUSG00000005506"	"E014"	59.0423904030469	0.00327453629751636	0.0141791066097881	0.905215101973729	0.971119413466463	"chr2"	90998617	90998767	151	"+"	111	67	66	52	92	85	93	39	42	27	36	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E015"	"ENSMUSG00000005506"	"E015"	18.8302737821524	0.0147888596807566	29.5909811239004	5.33526075386689e-08	5.34593127537462e-07	"chr2"	91001006	91001088	83	"+"	61	26	26	30	49	41	36	7	3	4	5	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E016"	"ENSMUSG00000005506"	"E016"	11.6067550504956	0.00711220235694675	58.8173013845468	1.73013227849603e-14	3.3338318135635e-13	"chr2"	91001462	91001510	49	"+"	38	21	24	22	32	33	22	3	0	0	0	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111452", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111448", "ENSMUST00000154442", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E017"	"ENSMUSG00000005506"	"E017"	53.1193476842542	0.00777098624198702	39.3260013396741	3.58633686460947e-10	4.38232870529109e-09	"chr2"	91003211	91003345	135	"+"	113	78	83	84	116	113	94	22	15	15	21	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E018"	"ENSMUSG00000005506"	"E018"	151.441771056162	0.00206696697964456	9.84230879635157	0.00170543310553105	0.00756125651213326	"chr2"	91003811	91003890	80	"+"	296	196	233	178	199	221	262	78	69	76	97	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E019"	"ENSMUSG00000005506"	"E019"	313.670537073968	0.00238439030375099	3.74230609925073	0.0530511788873741	0.141213468951138	"chr2"	91004701	91004862	162	"+"	545	418	453	356	378	474	508	182	167	152	209	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E020"	"ENSMUSG00000005506"	"E020"	60.1041173449523	0.00296637448598815	8.90603660194645	0.002842294854391	0.0119663001852932	"chr2"	91006620	91006631	12	"+"	136	73	77	81	81	112	101	36	23	26	36	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111449")
"ENSMUSG00000005506:E021"	"ENSMUSG00000005506"	"E021"	133.090313649354	0.00350599241347123	0.621003919177042	0.430674467847862	0.629574807164751	"chr2"	91006632	91006695	64	"+"	244	142	185	171	158	200	219	82	78	52	102	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E022"	"ENSMUSG00000005506"	"E022"	226.46454561313	0.0100825503378669	0.247669625815206	0.618720766488584	0.778841969876333	"chr2"	91008172	91008300	129	"+"	503	207	318	245	303	317	368	152	140	87	161	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E023"	"ENSMUSG00000005506"	"E023"	20.5165966956976	0.00512510057447327	0.227850686543377	0.633122111856926	0.787082327643473	"chr2"	91009202	91009204	3	"+"	48	30	24	18	28	27	32	16	14	6	12	c("ENSMUST00000068726", "ENSMUST00000111448")
"ENSMUSG00000005506:E024"	"ENSMUSG00000005506"	"E024"	104.361957818857	0.00675381260608569	2.4515867932721	0.117406128910559	0.256857950149303	"chr2"	91009205	91009315	111	"+"	234	103	151	110	135	173	184	65	66	42	59	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E025"	"ENSMUSG00000005506"	"E025"	219.077194076554	0.00313951248343686	1.92459067087188	0.165351469685508	0.327792314399349	"chr2"	91010393	91010578	186	"+"	383	213	270	239	257	323	333	148	126	130	150	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E026"	"ENSMUSG00000005506"	"E026"	2.77770670101243	0.095338608220515	3.95672353021047	0.0466844877734373	0.127721918254803	"chr2"	91012489	91012698	210	"+"	5	0	9	5	6	7	7	0	3	0	0	ENSMUST00000127385
"ENSMUSG00000005506:E027"	"ENSMUSG00000005506"	"E027"	162.745361352578	0.0122485552021271	0.0349545005975642	0.85169103281631	0.939861690398615	"chr2"	91012699	91012842	144	"+"	255	158	216	158	240	280	275	121	76	91	100	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000127385", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E028"	"ENSMUSG00000005506"	"E028"	46.4497235705987	0.0172433544216938	1.57594094260631	0.209346338099898	0.388453760696477	"chr2"	91013238	91013372	135	"+"	108	49	53	46	96	68	72	32	19	21	28	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000127385", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E029"	"ENSMUSG00000005506"	"E029"	14.051633618396	0.014949412632095	0.885134718315584	0.346799167558608	0.537914498287501	"chr2"	91013373	91013402	30	"+"	24	14	15	23	28	22	20	7	4	7	12	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E030"	"ENSMUSG00000005506"	"E030"	15.9790393874715	0.00673780409436367	0.39708624028367	0.528597893188741	0.709993416856727	"chr2"	91013403	91013490	88	"+"	24	16	21	27	18	27	28	9	9	7	11	c("ENSMUST00000068726", "ENSMUST00000111452")
"ENSMUSG00000005506:E031"	"ENSMUSG00000005506"	"E031"	313.090281362869	0.00367126670312007	46.6725655585311	8.38953273245059e-12	1.23622232322287e-10	"chr2"	91013491	91016565	3075	"+"	636	404	452	452	498	542	570	160	135	132	149	c("ENSMUST00000111455", "ENSMUST00000068747", "ENSMUST00000068726", "ENSMUST00000177642", "ENSMUST00000111452")
"ENSMUSG00000005506:E032"	"ENSMUSG00000005506"	"E032"	1403.30900516646	0.00794695512465706	23.4161729631938	1.30476955958384e-06	1.07859404328071e-05	"chr2"	91016566	91019490	2925	"+"	2246	1804	1440	1255	1482	1800	2021	1045	964	692	1151	c("ENSMUST00000068747", "ENSMUST00000005643", "ENSMUST00000111455", "ENSMUST00000111451", "ENSMUST00000177642", "ENSMUST00000111452", "ENSMUST00000068726", "ENSMUST00000111448", "ENSMUST00000111449")
"ENSMUSG00000005506:E033"	"ENSMUSG00000005506"	"E033"	0.176455528592288	0.17154830110531	0.982474933638258	0.321588547820462	NA	"chr2"	91019491	91019497	7	"+"	0	0	0	0	2	1	0	0	0	0	0	c("ENSMUST00000068747", "ENSMUST00000068726", "ENSMUST00000111449", "ENSMUST00000111448", "ENSMUST00000111452")
"ENSMUSG00000006498:E001"	"ENSMUSG00000006498"	"E001"	2.84385149198049	0.108104028970672	0.265202824396539	0.606568065167122	0.76934329278159	"chr10"	79854427	79854604	178	"+"	6	9	3	4	7	2	3	1	3	0	0	ENSMUST00000172282
"ENSMUSG00000006498:E002"	"ENSMUSG00000006498"	"E002"	2.49638326008193	0.0177653670215301	11.1854628118963	0.000824406902000071	0.00393359864668605	"chr10"	79854605	79854628	24	"+"	4	1	1	4	2	3	3	3	1	2	2	c("ENSMUST00000172282", "ENSMUST00000168988")
"ENSMUSG00000006498:E003"	"ENSMUSG00000006498"	"E003"	2.70098963630319	0.0261656836127831	9.35054536888384	0.00222919124937493	0.00957082918013889	"chr10"	79854629	79854632	4	"+"	4	2	1	6	3	3	2	3	0	2	3	c("ENSMUST00000172282", "ENSMUST00000168988", "ENSMUST00000165704")
"ENSMUSG00000006498:E004"	"ENSMUSG00000006498"	"E004"	2.91344133163306	0.0273642781127645	11.1586119538649	0.000836424809981944	0.00395329084717881	"chr10"	79854633	79854640	8	"+"	4	2	1	6	3	4	2	4	0	2	3	c("ENSMUST00000172282", "ENSMUST00000168988", "ENSMUST00000165153", "ENSMUST00000165704")
"ENSMUSG00000006498:E005"	"ENSMUSG00000006498"	"E005"	9.7293851058888	0.0298048777770093	7.20144446524057	0.00728449249510408	0.0268347848532878	"chr10"	79854641	79854651	11	"+"	18	5	12	22	11	19	19	7	2	5	6	c("ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000165153", "ENSMUST00000165704")
"ENSMUSG00000006498:E006"	"ENSMUSG00000006498"	"E006"	18.1383520756455	0.0248650164629945	5.88224963052267	0.015294268368177	0.0514256943117896	"chr10"	79854652	79854664	13	"+"	34	14	25	39	23	41	37	12	5	8	7	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E007"	"ENSMUSG00000006498"	"E007"	19.3824017983342	0.0235355844009259	3.53664462874383	0.0600267763547324	0.153875503300942	"chr10"	79854665	79854666	2	"+"	38	16	29	42	26	45	41	12	6	8	5	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E008"	"ENSMUSG00000006498"	"E008"	19.6261348401809	0.0231385617518502	3.29454058477955	0.0695105505170392	0.171550669010033	"chr10"	79854667	79854667	1	"+"	38	16	30	42	28	47	40	12	6	8	5	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E009"	"ENSMUSG00000006498"	"E009"	41.8805896034152	0.0537718563461978	2.05853500921452	0.151355623968601	0.31077527708307	"chr10"	79854668	79854721	54	"+"	47	55	101	99	77	104	120	13	6	9	6	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E010"	"ENSMUSG00000006498"	"E010"	0.313542063959442	0.108691008537621	0.493693039381128	0.482284532921423	0.673048888561651	"chr10"	79855038	79855163	126	"+"	2	2	0	1	0	0	0	0	0	0	0	ENSMUST00000168683
"ENSMUSG00000006498:E011"	"ENSMUSG00000006498"	"E011"	3.02030882065558	0.0146371492816373	0.923111405374868	0.336659342844823	0.527082283641425	"chr10"	79856339	79856503	165	"+"	11	8	7	5	2	5	7	1	0	1	0	ENSMUST00000171599
"ENSMUSG00000006498:E012"	"ENSMUSG00000006498"	"E012"	21.8403757069315	0.32561910857938	19.5746497333354	9.67443878967935e-06	6.92413404804194e-05	"chr10"	79856504	79856534	31	"+"	3	35	89	52	45	53	88	0	0	0	0	c("ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E013"	"ENSMUSG00000006498"	"E013"	2.8376132732923	0.0326922938718219	0.0421863878757449	0.837264892191569	0.931307890670081	"chr10"	79857579	79857695	117	"+"	12	4	6	1	6	8	4	2	0	1	0	ENSMUST00000168216
"ENSMUSG00000006498:E014"	"ENSMUSG00000006498"	"E014"	13.3505787488521	0.0721767386043699	7.37928853325081	0.00659792664258442	0.0249725963832314	"chr10"	79858752	79858771	20	"+"	33	10	31	12	13	9	40	7	4	6	11	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E015"	"ENSMUSG00000006498"	"E015"	12.5980752811965	0.0655712422871735	6.78817650647647	0.00917635949222104	0.0326053624510833	"chr10"	79858772	79858824	53	"+"	31	11	30	11	12	9	37	6	4	5	11	c("ENSMUST00000169091", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000095457", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E016"	"ENSMUSG00000006498"	"E016"	3.4749371279088	0.0683353437271678	2.92484023967961	0.0872258584720018	0.200191418669125	"chr10"	79858825	79858951	127	"+"	7	8	3	6	1	2	9	2	2	2	1	ENSMUST00000168988
"ENSMUSG00000006498:E017"	"ENSMUSG00000006498"	"E017"	3.67861333216755	0.0134289028510274	0.466149433592648	0.494763963166126	0.680980070181948	"chr10"	79858952	79858981	30	"+"	5	9	7	9	7	7	8	2	1	0	0	c("ENSMUST00000169091", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000099958", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E018"	"ENSMUSG00000006498"	"E018"	14.8962384402813	0.00988669043134584	0.420355074470251	0.516759922178608	0.695958927450222	"chr10"	79858982	79858993	12	"+"	35	16	31	33	34	30	32	5	2	2	6	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E019"	"ENSMUSG00000006498"	"E019"	26.1694715882318	0.00880130814969951	0.00106237669589859	0.973998258444417	0.995848783696232	"chr10"	79858994	79859014	21	"+"	60	34	46	49	58	60	49	7	6	6	11	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000168216", "ENSMUST00000171599", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E020"	"ENSMUSG00000006498"	"E020"	29.4277131119591	0.00688613852993111	0.0475058551559471	0.827461540200213	0.925353195625684	"chr10"	79859015	79859044	30	"+"	68	38	54	50	65	71	60	8	6	6	13	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000168216", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E021"	"ENSMUSG00000006498"	"E021"	20.9660049419813	0.0104352505975973	1.15277781068167	0.282968410689247	0.474137704867267	"chr10"	79859045	79859071	27	"+"	41	24	36	29	38	60	45	7	5	7	10	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E022"	"ENSMUSG00000006498"	"E022"	20.3517060490056	0.00884779968156728	1.09583299042089	0.295182410850777	0.484536563409812	"chr10"	79859072	79859088	17	"+"	36	22	38	34	31	50	54	8	7	6	7	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E023"	"ENSMUSG00000006498"	"E023"	26.571163078738	0.00722005208827376	2.16355364589299	0.141317534165635	0.292562333128029	"chr10"	79859089	79859096	8	"+"	47	32	48	42	40	68	64	12	8	8	10	c("ENSMUST00000099958", "ENSMUST00000168683", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E024"	"ENSMUSG00000006498"	"E024"	132.77445786762	0.00523705336421549	4.29115478060544	0.0383111361166199	0.107228375387858	"chr10"	79859097	79859271	175	"+"	323	157	275	191	200	281	320	44	43	42	49	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E025"	"ENSMUSG00000006498"	"E025"	8.67368989589376	0.0721608784523078	0.765231492718925	0.381696282752276	0.572544424128414	"chr10"	79859352	79859364	13	"+"	26	32	10	14	13	13	16	3	2	0	2	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000169483", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E026"	"ENSMUSG00000006498"	"E026"	13.8052803701386	0.0617726381712057	0.338952312085695	0.560434592362759	0.740838339772408	"chr10"	79859365	79859387	23	"+"	44	42	17	23	23	22	21	3	6	1	3	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000169091", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E027"	"ENSMUSG00000006498"	"E027"	66.3890145204427	0.00587443455623901	0.218386490913787	0.640272090962319	0.794000786069609	"chr10"	79859388	79859522	135	"+"	169	99	118	116	112	140	169	17	29	10	17	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E028"	"ENSMUSG00000006498"	"E028"	4.78745824471601	0.0110095502545117	1.36085774208888	0.243388882720473	0.429138300395466	"chr10"	79859523	79859601	79	"+"	11	5	5	6	7	11	14	1	2	2	3	ENSMUST00000165153
"ENSMUSG00000006498:E029"	"ENSMUSG00000006498"	"E029"	19.6322495149931	0.0214112323800538	2.37243881569827	0.123493988280698	0.266665407386089	"chr10"	79859602	79859613	12	"+"	61	20	32	41	37	46	58	2	2	5	7	c("ENSMUST00000099958", "ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E030"	"ENSMUSG00000006498"	"E030"	56.4156535280712	0.0109824689874151	0.0104788904895088	0.918465811200604	0.979058898877756	"chr10"	79859614	79859649	36	"+"	165	59	122	94	105	121	120	15	14	10	26	c("ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E031"	"ENSMUSG00000006498"	"E031"	72.4259574454414	0.0141572558558254	0.296666565206294	0.585979771247169	0.758866206177642	"chr10"	79859650	79859712	63	"+"	208	74	166	113	145	165	154	21	20	10	28	c("ENSMUST00000168988", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E032"	"ENSMUSG00000006498"	"E032"	206.387745102428	0.0119920671271434	3.94869074121769	0.0469078502173329	0.127721918254803	"chr10"	79859781	79859955	175	"+"	551	259	444	281	300	442	440	101	45	60	76	c("ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165724", "ENSMUST00000095457", "ENSMUST00000165153", "ENSMUST00000165704", "ENSMUST00000057343")
"ENSMUSG00000006498:E033"	"ENSMUSG00000006498"	"E033"	11.2054327777252	0.0124592912747736	0.356220731475588	0.550612673250722	0.729780289149766	"chr10"	79860117	79860125	9	"+"	36	16	25	17	10	21	25	3	1	3	8	c("ENSMUST00000165724", "ENSMUST00000172282", "ENSMUST00000171216", "ENSMUST00000165153")
"ENSMUSG00000006498:E034"	"ENSMUSG00000006498"	"E034"	51.4328220505207	0.00997612512074139	0.0017432315732151	0.966696380313805	0.993344732063167	"chr10"	79860126	79860194	69	"+"	138	104	113	74	70	96	105	14	12	9	24	c("ENSMUST00000165724", "ENSMUST00000172282", "ENSMUST00000165153")
